threshold,selected_members,selected_count,validation_score,tau,lambda,rho,seed
0.8,2;5;7,3,0.015756745712281726,2,0.0,0.95,27
0.9,2;5;7,3,0.015756745712281726,2,0.0,0.95,27
0.95,2;4;5;7;8;10,6,0.010843459651396489,2,0.0,0.95,27
0.99,1;2;3;4;5;6;7;8;10,9,0.010360860849724826,1,0.0,0.95,27
1.0,1;2;3;4;5;6;7;8;9;10,10,0.009633453624664176,1,0.0,0.95,27
